,name,alias,data_collection,enrich_name,enrich_field_name,description,vintage,units
7537,X1119FY_I,2029 Index: Nonalcoholic Bevs,food,food.X1119FY_I,food_X1119FY_I,2029 Nonalcoholic Beverages: Index,2029,count
7538,X1120FY_X,2029 Cola Drinks,food,food.X1120FY_X,food_X1120FY_X,2029 Cola Drinks,2029,currency
7539,X1120FY_A,2029 Avg: Cola Drinks,food,food.X1120FY_A,food_X1120FY_A,2029 Cola Drinks: Average,2029,currency
7540,X1120FY_I,2029 Index: Cola Drinks,food,food.X1120FY_I,food_X1120FY_I,2029 Cola Drinks: Index,2029,count
7541,X1121FY_X,2029 Oth Carbonated Drinks,food,food.X1121FY_X,food_X1121FY_X,2029 Other Carbonated Drinks,2029,currency
7542,X1121FY_A,2029 Avg: Oth Carbonated Drinks,food,food.X1121FY_A,food_X1121FY_A,2029 Other Carbonated Drinks: Average,2029,currency
7544,X1122FY_X,2029 Coffee,food,food.X1122FY_X,food_X1122FY_X,2029 Coffee,2029,currency
7545,X1122FY_A,2029 Avg: Coffee,food,food.X1122FY_A,food_X1122FY_A,2029 Coffee: Average,2029,currency
7546,X1122FY_I,2029 Index: Coffee,food,food.X1122FY_I,food_X1122FY_I,2029 Coffee: Index,2029,count
7547,X1123FY_X,2029 Roasted Coffee,food,food.X1123FY_X,food_X1123FY_X,2029 Roasted Coffee,2029,currency
7549,X1123FY_I,2029 Index: Roasted Coffee,food,food.X1123FY_I,food_X1123FY_I,2029 Roasted Coffee: Index,2029,count
7550,X1124FY_X,2029 Instant/Freeze-Dried Coffee,food,food.X1124FY_X,food_X1124FY_X,2029 Instant/Freeze-Dried Coffee,2029,currency
7551,X1124FY_A,2029 Avg: Instant/Freeze-Dried Coffee,food,food.X1124FY_A,food_X1124FY_A,2029 Instant/Freeze-Dried Coffee: Average,2029,currency
7552,X1124FY_I,2029 Index: Instant/Freeze-Dried Coffee,food,food.X1124FY_I,food_X1124FY_I,2029 Instant/Freeze-Dried Coffee: Index,2029,count
7554,X1125FY_A,2029 Avg: Tea,food,food.X1125FY_A,food_X1125FY_A,2029 Tea: Average,2029,currency
7555,X1125FY_I,2029 Index: Tea,food,food.X1125FY_I,food_X1125FY_I,2029 Tea: Index,2029,count
7556,X1126FY_X,2029 Noncarbonated Fruit Drinks,food,food.X1126FY_X,food_X1126FY_X,2029 Noncarbonated Fruit Drinks,2029,currency
7557,X1126FY_A,2029 Avg: Noncarbonated Fruit Drinks,food,food.X1126FY_A,food_X1126FY_A,2029 Noncarbonated Fruit Drinks: Average,2029,currency
7559,X1127FY_X,2029 Sports Drinks,food,food.X1127FY_X,food_X1127FY_X,2029 Sports Drinks,2029,currency
7560,X1127FY_A,2029 Avg: Sports Drinks,food,food.X1127FY_A,food_X1127FY_A,2029 Sports Drinks: Average,2029,currency
7561,X1127FY_I,2029 Index: Sports Drinks,food,food.X1127FY_I,food_X1127FY_I,2029 Sports Drinks: Index,2029,count
7562,X1128FY_X,2029 Oth Noncarb Bevs(Excl Water)/Ice,food,food.X1128FY_X,food_X1128FY_X,2029 Other Noncarb Beverages(Excl Water) & Ice,2029,currency
7564,X1128FY_I,2029 Index: Oth Noncarb Bevs(Excl Water)/Ice,food,food.X1128FY_I,food_X1128FY_I,2029 Other Noncarb Beverages(Excl Water) & Ice: Index,2029,count
7565,X1129FY_X,2029 Bottled Water,food,food.X1129FY_X,food_X1129FY_X,2029 Bottled Water,2029,currency
7566,X1129FY_A,2029 Avg: Bottled Water,food,food.X1129FY_A,food_X1129FY_A,2029 Bottled Water: Average,2029,currency
7567,X1129FY_I,2029 Index: Bottled Water,food,food.X1129FY_I,food_X1129FY_I,2029 Bottled Water: Index,2029,count
7568,X1090FY_X,2029 Snacks/Oth Food,food,food.X1090FY_X,food_X1090FY_X,2029 Snacks/Other Food,2029,currency
7570,X1090FY_I,2029 Index: Snacks/Oth Food,food,food.X1090FY_I,food_X1090FY_I,2029 Snacks/Other Food: Index,2029,count
7571,X1091FY_X,2029 Sugar/Oth Sweets,food,food.X1091FY_X,food_X1091FY_X,2029 Sugar & Other Sweets,2029,currency
7572,X1091FY_A,2029 Avg: Sugar/Oth Sweets,food,food.X1091FY_A,food_X1091FY_A,2029 Sugar & Other Sweets: Average,2029,currency
7573,X1091FY_I,2029 Index: Sugar/Oth Sweets,food,food.X1091FY_I,food_X1091FY_I,2029 Sugar & Other Sweets: Index,2029,count
7575,X1092FY_A,2029 Avg: Candy/Chewing Gum,food,food.X1092FY_A,food_X1092FY_A,2029 Candy & Chewing Gum: Average,2029,currency
15778,OCCBASE_CY,2024 Emp 16+ Occupation Base,occupation,occupation.OCCBASE_CY,occupation_OCCBASE_CY,2024 Employed Civilian Population Age 16+ by Occupation Base (Esri),2024,count
7578,X1093FY_A,2029 Avg: Sugar,food,food.X1093FY_A,food_X1093FY_A,2029 Sugar: Average,2029,currency
7580,X1094FY_X,2029 Artificial Sweeteners,food,food.X1094FY_X,food_X1094FY_X,2029 Artificial Sweeteners,2029,currency
7581,X1094FY_A,2029 Avg: Artificial Sweeteners,food,food.X1094FY_A,food_X1094FY_A,2029 Artificial Sweeteners: Average,2029,currency
7582,X1094FY_I,2029 Index: Artificial Sweeteners,food,food.X1094FY_I,food_X1094FY_I,2029 Artificial Sweeteners: Index,2029,count
7583,X1095FY_X,2029 Jam/Preserves/Oth Sweets,food,food.X1095FY_X,food_X1095FY_X,2029 Jam/Preserves & Other Sweets,2029,currency
7585,X1095FY_I,2029 Index: Jam/Preserves/Oth Sweets,food,food.X1095FY_I,food_X1095FY_I,2029 Jam/Preserves & Other Sweets: Index,2029,count
7586,X1096FY_X,2029 Margarine/Fats/Oils/Dressings/Etc,food,food.X1096FY_X,food_X1096FY_X,2029 Margarine/Fats & Oils/Dressings/Etc,2029,currency
7587,X1096FY_A,2029 Avg: Margarine/Fats/Oils/Dressings/Etc,food,food.X1096FY_A,food_X1096FY_A,2029 Margarine/Fats & Oils/Dressings/Etc: Average,2029,currency
7588,X1096FY_I,2029 Index: Margarine/Fats/Oils/Dressings/Etc,food,food.X1096FY_I,food_X1096FY_I,2029 Margarine/Fats & Oils/Dressings/Etc: Index,2029,count
7590,X1097FY_A,2029 Avg: Margarine,food,food.X1097FY_A,food_X1097FY_A,2029 Margarine: Average,2029,currency
7591,X1097FY_I,2029 Index: Margarine,food,food.X1097FY_I,food_X1097FY_I,2029 Margarine: Index,2029,count
7592,X1098FY_X,2029 Fats/Oils,food,food.X1098FY_X,food_X1098FY_X,2029 Fats & Oils,2029,currency
7593,X1098FY_A,2029 Avg: Fats/Oils,food,food.X1098FY_A,food_X1098FY_A,2029 Fats & Oils: Average,2029,currency
7595,X1099FY_X,2029 Salad Dressings,food,food.X1099FY_X,food_X1099FY_X,2029 Salad Dressings,2029,currency
7596,X1099FY_A,2029 Avg: Salad Dressings,food,food.X1099FY_A,food_X1099FY_A,2029 Salad Dressings: Average,2029,currency
7597,X1099FY_I,2029 Index: Salad Dressings,food,food.X1099FY_I,food_X1099FY_I,2029 Salad Dressings: Index,2029,count
7598,X1100FY_X,2029 Non-Dairy Cream/Imitation Milk,food,food.X1100FY_X,food_X1100FY_X,2029 Non-Dairy Cream & Imitation Milk,2029,currency
7600,X1100FY_I,2029 Index: Non-Dairy Cream/Imitation Milk,food,food.X1100FY_I,food_X1100FY_I,2029 Non-Dairy Cream & Imitation Milk: Index,2029,count
7601,X1101FY_X,2029 Peanut Butter,food,food.X1101FY_X,food_X1101FY_X,2029 Peanut Butter,2029,currency
7602,X1101FY_A,2029 Avg: Peanut Butter,food,food.X1101FY_A,food_X1101FY_A,2029 Peanut Butter: Average,2029,currency
7603,X1101FY_I,2029 Index: Peanut Butter,food,food.X1101FY_I,food_X1101FY_I,2029 Peanut Butter: Index,2029,count
7604,X1102FY_X,2029 Frozen Prepared Food,food,food.X1102FY_X,food_X1102FY_X,2029 Frozen Prepared Food,2029,currency
7605,X1102FY_A,2029 Avg: Frozen Prepared Food,food,food.X1102FY_A,food_X1102FY_A,2029 Frozen Prepared Food: Average,2029,currency
7606,X1102FY_I,2029 Index: Frozen Prepared Food,food,food.X1102FY_I,food_X1102FY_I,2029 Frozen Prepared Food: Index,2029,count
7607,X1103FY_X,2029 Frozen Meals,food,food.X1103FY_X,food_X1103FY_X,2029 Frozen Meals,2029,currency
7608,X1103FY_A,2029 Avg: Frozen Meals,food,food.X1103FY_A,food_X1103FY_A,2029 Frozen Meals: Average,2029,currency
7609,X1103FY_I,2029 Index: Frozen Meals,food,food.X1103FY_I,food_X1103FY_I,2029 Frozen Meals: Index,2029,count
7610,X1104FY_X,2029 Oth Frozen Prepared Foods,food,food.X1104FY_X,food_X1104FY_X,2029 Other Frozen Prepared Foods,2029,currency
7611,X1104FY_A,2029 Avg: Oth Frozen Prepared Foods,food,food.X1104FY_A,food_X1104FY_A,2029 Other Frozen Prepared Foods: Average,2029,currency
7612,X1104FY_I,2029 Index: Oth Frozen Prepared Foods,food,food.X1104FY_I,food_X1104FY_I,2029 Other Frozen Prepared Foods: Index,2029,count
7613,X1105FY_X,2029 Snack Food,food,food.X1105FY_X,food_X1105FY_X,2029 Snack Food,2029,currency
7615,X1105FY_I,2029 Index: Snack Food,food,food.X1105FY_I,food_X1105FY_I,2029 Snack Food: Index,2029,count
7616,X1106FY_X,2029 Potato Chips/Oth Snacks,food,food.X1106FY_X,food_X1106FY_X,2029 Potato Chips & Other Snacks,2029,currency
7617,X1106FY_A,2029 Avg: Potato Chips/Oth Snacks,food,food.X1106FY_A,food_X1106FY_A,2029 Potato Chips & Other Snacks: Average,2029,currency
7618,X1106FY_I,2029 Index: Potato Chips/Oth Snacks,food,food.X1106FY_I,food_X1106FY_I,2029 Potato Chips & Other Snacks: Index,2029,count
7619,X1107FY_X,2029 Nuts,food,food.X1107FY_X,food_X1107FY_X,2029 Nuts,2029,currency
7620,X1107FY_A,2029 Avg: Nuts,food,food.X1107FY_A,food_X1107FY_A,2029 Nuts: Average,2029,currency
7621,X1107FY_I,2029 Index: Nuts,food,food.X1107FY_I,food_X1107FY_I,2029 Nuts: Index,2029,count
7622,X1108FY_X,2029 Condiments/Sauces,food,food.X1108FY_X,food_X1108FY_X,2029 Condiments & Sauces,2029,currency
7623,X1108FY_A,2029 Avg: Condiments/Sauces,food,food.X1108FY_A,food_X1108FY_A,2029 Condiments & Sauces: Average,2029,currency
7624,X1108FY_I,2029 Index: Condiments/Sauces,food,food.X1108FY_I,food_X1108FY_I,2029 Condiments & Sauces: Index,2029,count
7625,X1109FY_X,2029 Salt/Spices/Oth Seasonings,food,food.X1109FY_X,food_X1109FY_X,2029 Salt/Spices/Other Seasonings,2029,currency
7626,X1109FY_A,2029 Avg: Salt/Spices/Oth Seasonings,food,food.X1109FY_A,food_X1109FY_A,2029 Salt/Spices/Other Seasonings: Average,2029,currency
7627,X1109FY_I,2029 Index: Salt/Spices/Oth Seasonings,food,food.X1109FY_I,food_X1109FY_I,2029 Salt/Spices/Other Seasonings: Index,2029,count
7628,X1110FY_X,2029 Olives/Pickles/Relishes,food,food.X1110FY_X,food_X1110FY_X,2029 Olives/Pickles/Relishes,2029,currency
7629,X1110FY_A,2029 Avg: Olives/Pickles/Relishes,food,food.X1110FY_A,food_X1110FY_A,2029 Olives/Pickles/Relishes: Average,2029,currency
7630,X1110FY_I,2029 Index: Olives/Pickles/Relishes,food,food.X1110FY_I,food_X1110FY_I,2029 Olives/Pickles/Relishes: Index,2029,count
7631,X1111FY_X,2029 Sauces/Gravies,food,food.X1111FY_X,food_X1111FY_X,2029 Sauces & Gravies,2029,currency
7632,X1111FY_A,2029 Avg: Sauces/Gravies,food,food.X1111FY_A,food_X1111FY_A,2029 Sauces & Gravies: Average,2029,currency
7633,X1111FY_I,2029 Index: Sauces/Gravies,food,food.X1111FY_I,food_X1111FY_I,2029 Sauces & Gravies: Index,2029,count
7634,X1112FY_X,2029 Baking Needs/Misc Prods,food,food.X1112FY_X,food_X1112FY_X,2029 Baking Needs & Miscellaneous Products,2029,currency
7635,X1112FY_A,2029 Avg: Baking Needs/Misc Prods,food,food.X1112FY_A,food_X1112FY_A,2029 Baking Needs & Miscellaneous Products: Average,2029,currency
7636,X1112FY_I,2029 Index: Baking Needs/Misc Prods,food,food.X1112FY_I,food_X1112FY_I,2029 Baking Needs & Miscellaneous Products: Index,2029,count
7637,X1113FY_X,2029 Oth Canned/Prepared Food,food,food.X1113FY_X,food_X1113FY_X,2029 Other Canned & Prepared Food,2029,currency
7638,X1113FY_A,2029 Avg: Oth Canned/Prepared Food,food,food.X1113FY_A,food_X1113FY_A,2029 Other Canned & Prepared Food: Average,2029,currency
7639,X1113FY_I,2029 Index: Oth Canned/Prepared Food,food,food.X1113FY_I,food_X1113FY_I,2029 Other Canned & Prepared Food: Index,2029,count
7640,X1114FY_X,2029 Soup,food,food.X1114FY_X,food_X1114FY_X,2029 Soup,2029,currency
7641,X1114FY_A,2029 Avg: Soup,food,food.X1114FY_A,food_X1114FY_A,2029 Soup: Average,2029,currency
7642,X1114FY_I,2029 Index: Soup,food,food.X1114FY_I,food_X1114FY_I,2029 Soup: Index,2029,count
7643,X1115FY_X,2029 Prepared Salads,food,food.X1115FY_X,food_X1115FY_X,2029 Prepared Salads,2029,currency
7644,X1115FY_A,2029 Avg: Prepared Salads,food,food.X1115FY_A,food_X1115FY_A,2029 Prepared Salads: Average,2029,currency
7645,X1115FY_I,2029 Index: Prepared Salads,food,food.X1115FY_I,food_X1115FY_I,2029 Prepared Salads: Index,2029,count
7646,X1116FY_X,2029 Prepared Desserts,food,food.X1116FY_X,food_X1116FY_X,2029 Prepared Desserts,2029,currency
7647,X1116FY_A,2029 Avg: Prepared Desserts,food,food.X1116FY_A,food_X1116FY_A,2029 Prepared Desserts: Average,2029,currency
7648,X1116FY_I,2029 Index: Prepared Desserts,food,food.X1116FY_I,food_X1116FY_I,2029 Prepared Desserts: Index,2029,count
7649,X1117FY_X,2029 Baby Food,food,food.X1117FY_X,food_X1117FY_X,2029 Baby Food,2029,currency
7650,X1117FY_A,2029 Avg: Baby Food,food,food.X1117FY_A,food_X1117FY_A,2029 Baby Food: Average,2029,currency
7651,X1117FY_I,2029 Index: Baby Food,food,food.X1117FY_I,food_X1117FY_I,2029 Baby Food: Index,2029,count
7652,X1118FY_X,2029 Misc Prepared Food,food,food.X1118FY_X,food_X1118FY_X,2029 Miscellaneous Prepared Food,2029,currency
7653,X1118FY_A,2029 Avg: Misc Prepared Food,food,food.X1118FY_A,food_X1118FY_A,2029 Miscellaneous Prepared Food: Average,2029,currency
7654,X1118FY_I,2029 Index: Misc Prepared Food,food,food.X1118FY_I,food_X1118FY_I,2029 Miscellaneous Prepared Food: Index,2029,count
7691,AGEBASE_CY,2024 Population by 5-Yr Age Base,gender,gender.AGEBASE_CY,gender_AGEBASE_CY,2024 Total Population by Five-Year Age Base (Esri),2024,count
7712,MAL21UP_CY,2024 Males Age 21+,gender,gender.MAL21UP_CY,gender_MAL21UP_CY,2024 Male Population Age 21+ (Esri),2024,count
7734,FEM21UP_CY,2024 Females Age 21+,gender,gender.FEM21UP_CY,gender_FEM21UP_CY,2024 Female Population Age 21+ (Esri),2024,count
7865,GENALPHACY,2024 Generation Alpha Pop,Generations,Generations.GENALPHACY,Generations_GENALPHACY,2024 Generation Alpha Population (Born 2017 or Later) (Esri),2024,count
7866,GENZ_CY,2024 Generation Z Pop,Generations,Generations.GENZ_CY,Generations_GENZ_CY,2024 Generation Z Population (Born 1999 to 2016) (Esri),2024,count
7867,MILLENN_CY,2024 Millennial Pop,Generations,Generations.MILLENN_CY,Generations_MILLENN_CY,2024 Millennial Population (Born 1981 to 1998) (Esri),2024,count
7868,GENX_CY,2024 Generation X Pop,Generations,Generations.GENX_CY,Generations_GENX_CY,2024 Generation X Population (Born 1965 to 1980) (Esri),2024,count
7869,BABYBOOMCY,2024 Baby Boomer Pop,Generations,Generations.BABYBOOMCY,Generations_BABYBOOMCY,2024 Baby Boomer Population (Born 1946 to 1964) (Esri),2024,count
7870,OLDRGENSCY,2024 Silent & Greatest Generations Pop,Generations,Generations.OLDRGENSCY,Generations_OLDRGENSCY,2024 Silent & Greatest Generations Population (Born 1945/Earlier) (Esri),2024,count
7871,GENBASE_CY,2024 Pop by Generation Base,Generations,Generations.GENBASE_CY,Generations_GENBASE_CY,2024 Population by Generation Base (Esri),2024,count
7959,MP12210h_B,2024 HH Used Organic Bread/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12210h_B,GroceryAlcoholicBeverages_MP12210h_B,2024 HH Used Organic Bread Last 6 Mo,2024,count
7960,MP12210h_I,2024 Index: HH Used Organic Bread/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12210h_I,GroceryAlcoholicBeverages_MP12210h_I,2024 HH Used Organic Bread Last 6 Mo: Index,2024,count
7961,MP12211h_B,2024 HH Used Organic Breakfast Cereals/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12211h_B,GroceryAlcoholicBeverages_MP12211h_B,2024 HH Used Organic Breakfast Cereals Last 6 Mo,2024,count
7962,MP12211h_I,2024 Index: HH Used Organic Breakfast Cereals/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12211h_I,GroceryAlcoholicBeverages_MP12211h_I,2024 HH Used Organic Breakfast Cereals Last 6 Mo: Index,2024,count
7963,MP12212h_B,2024 HH Used Organic Cheese/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12212h_B,GroceryAlcoholicBeverages_MP12212h_B,2024 HH Used Organic Cheese Last 6 Mo,2024,count
7964,MP12212h_I,2024 Index: HH Used Organic Cheese/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12212h_I,GroceryAlcoholicBeverages_MP12212h_I,2024 HH Used Organic Cheese Last 6 Mo: Index,2024,count
7965,MP12213h_B,2024 HH Used Organic Chocolate/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12213h_B,GroceryAlcoholicBeverages_MP12213h_B,2024 HH Used Organic Chocolate Last 6 Mo,2024,count
7966,MP12213h_I,2024 Index: HH Used Organic Chocolate/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12213h_I,GroceryAlcoholicBeverages_MP12213h_I,2024 HH Used Organic Chocolate Last 6 Mo: Index,2024,count
7967,MP12214h_B,2024 HH Used Organic Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12214h_B,GroceryAlcoholicBeverages_MP12214h_B,2024 HH Used Organic Coffee Last 6 Mo,2024,count
7968,MP12214h_I,2024 Index: HH Used Organic Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12214h_I,GroceryAlcoholicBeverages_MP12214h_I,2024 HH Used Organic Coffee Last 6 Mo: Index,2024,count
7969,MP12215h_B,2024 HH Used Organic Fish or Seafood/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12215h_B,GroceryAlcoholicBeverages_MP12215h_B,2024 HH Used Organic Fish or Seafood Last 6 Mo,2024,count
7970,MP12215h_I,2024 Index: HH Used Organic Fish or Seafood/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12215h_I,GroceryAlcoholicBeverages_MP12215h_I,2024 HH Used Organic Fish or Seafood Last 6 Mo: Index,2024,count
7971,MP12216h_B,2024 HH Used Organic Fresh Fruit/Veg/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12216h_B,GroceryAlcoholicBeverages_MP12216h_B,2024 HH Used Organic Fresh Fruit or Vegetables Last 6 Mo,2024,count
7972,MP12216h_I,2024 Index: HH Used Organic Fresh Fruit/Veg/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12216h_I,GroceryAlcoholicBeverages_MP12216h_I,2024 HH Used Organic Fresh Fruit or Vegetables Last 6 Mo: Index,2024,count
7973,MP12217h_B,2024 HH Used Organic Frozen Foods/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12217h_B,GroceryAlcoholicBeverages_MP12217h_B,2024 HH Used Organic Frozen Foods Last 6 Mo,2024,count
7974,MP12217h_I,2024 Index: HH Used Organic Frozen Foods/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12217h_I,GroceryAlcoholicBeverages_MP12217h_I,2024 HH Used Organic Frozen Foods Last 6 Mo: Index,2024,count
7975,MP12218h_B,2024 HH Used Organic Granola/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12218h_B,GroceryAlcoholicBeverages_MP12218h_B,2024 HH Used Organic Granola Last 6 Mo,2024,count
7976,MP12218h_I,2024 Index: HH Used Organic Granola/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12218h_I,GroceryAlcoholicBeverages_MP12218h_I,2024 HH Used Organic Granola Last 6 Mo: Index,2024,count
7977,MP12219h_B,2024 HH Used Organic Ice Cream/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12219h_B,GroceryAlcoholicBeverages_MP12219h_B,2024 HH Used Organic Ice Cream Last 6 Mo,2024,count
7978,MP12219h_I,2024 Index: HH Used Organic Ice Cream/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12219h_I,GroceryAlcoholicBeverages_MP12219h_I,2024 HH Used Organic Ice Cream Last 6 Mo: Index,2024,count
7979,MP12220h_B,2024 HH Used Organic Juice/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12220h_B,GroceryAlcoholicBeverages_MP12220h_B,2024 HH Used Organic Juice Last 6 Mo,2024,count
7980,MP12220h_I,2024 Index: HH Used Organic Juice/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12220h_I,GroceryAlcoholicBeverages_MP12220h_I,2024 HH Used Organic Juice Last 6 Mo: Index,2024,count
7981,MP12221h_B,2024 HH Used Organic Meat/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12221h_B,GroceryAlcoholicBeverages_MP12221h_B,2024 HH Used Organic Meat Last 6 Mo,2024,count
7982,MP12221h_I,2024 Index: HH Used Organic Meat/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12221h_I,GroceryAlcoholicBeverages_MP12221h_I,2024 HH Used Organic Meat Last 6 Mo: Index,2024,count
7983,MP12222h_B,2024 HH Used Organic Pasta/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12222h_B,GroceryAlcoholicBeverages_MP12222h_B,2024 HH Used Organic Pasta Last 6 Mo,2024,count
7984,MP12222h_I,2024 Index: HH Used Organic Pasta/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12222h_I,GroceryAlcoholicBeverages_MP12222h_I,2024 HH Used Organic Pasta Last 6 Mo: Index,2024,count
7985,MP12223h_B,2024 HH Used Organic Peanut Butter/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12223h_B,GroceryAlcoholicBeverages_MP12223h_B,2024 HH Used Organic Peanut Butter Last 6 Mo,2024,count
7986,MP12223h_I,2024 Index: HH Used Organic Peanut Butter/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12223h_I,GroceryAlcoholicBeverages_MP12223h_I,2024 HH Used Organic Peanut Butter Last 6 Mo: Index,2024,count
7987,MP12224h_B,2024 HH Used Organic Poultry/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12224h_B,GroceryAlcoholicBeverages_MP12224h_B,2024 HH Used Organic Poultry Last 6 Mo,2024,count
7988,MP12224h_I,2024 Index: HH Used Organic Poultry/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12224h_I,GroceryAlcoholicBeverages_MP12224h_I,2024 HH Used Organic Poultry Last 6 Mo: Index,2024,count
7989,MP12225h_B,2024 HH Used Organic Soup/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12225h_B,GroceryAlcoholicBeverages_MP12225h_B,2024 HH Used Organic Soup Last 6 Mo,2024,count
7990,MP12225h_I,2024 Index: HH Used Organic Soup/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12225h_I,GroceryAlcoholicBeverages_MP12225h_I,2024 HH Used Organic Soup Last 6 Mo: Index,2024,count
7991,MP12226h_B,2024 HH Used Organic Pasta Sauce/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12226h_B,GroceryAlcoholicBeverages_MP12226h_B,2024 HH Used Organic Pasta Sauce Last 6 Mo,2024,count
7992,MP12226h_I,2024 Index: HH Used Organic Pasta Sauce/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12226h_I,GroceryAlcoholicBeverages_MP12226h_I,2024 HH Used Organic Pasta Sauce Last 6 Mo: Index,2024,count
7993,MP12227h_B,2024 HH Used Organic Tea/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12227h_B,GroceryAlcoholicBeverages_MP12227h_B,2024 HH Used Organic Tea Last 6 Mo,2024,count
7994,MP12227h_I,2024 Index: HH Used Organic Tea/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12227h_I,GroceryAlcoholicBeverages_MP12227h_I,2024 HH Used Organic Tea Last 6 Mo: Index,2024,count
7995,MP12228h_B,2024 HH Used Soy/Oth Plant/Nut Milk/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12228h_B,GroceryAlcoholicBeverages_MP12228h_B,2024 HH Used Soy/Other Plant/Nut Milk Last 6 Mo,2024,count
7996,MP12228h_I,2024 Index: HH Used Soy/Oth Plant/Nut Milk/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12228h_I,GroceryAlcoholicBeverages_MP12228h_I,2024 HH Used Soy/Other Plant/Nut Milk Last 6 Mo: Index,2024,count
7997,MP12003h_B,2024 HH Used Bacon or Breakfast Strips/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12003h_B,GroceryAlcoholicBeverages_MP12003h_B,2024 HH Used Bacon or Breakfast Strips Last 6 Mo,2024,count
7998,MP12003h_I,2024 Index: HH Used Bacon or Breakfast Strips/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12003h_I,GroceryAlcoholicBeverages_MP12003h_I,2024 HH Used Bacon or Breakfast Strips Last 6 Mo: Index,2024,count
7999,MP12004h_B,2024 HH Used Bagels/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12004h_B,GroceryAlcoholicBeverages_MP12004h_B,2024 HH Used Bagels Last 6 Mo,2024,count
8000,MP12004h_I,2024 Index: HH Used Bagels/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12004h_I,GroceryAlcoholicBeverages_MP12004h_I,2024 HH Used Bagels Last 6 Mo: Index,2024,count
8001,MP12013h_B,2024 HH Used Bread/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12013h_B,GroceryAlcoholicBeverages_MP12013h_B,2024 HH Used Bread Last 6 Mo,2024,count
8002,MP12013h_I,2024 Index: HH Used Bread/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12013h_I,GroceryAlcoholicBeverages_MP12013h_I,2024 HH Used Bread Last 6 Mo: Index,2024,count
8003,MP12033h_B,2024 HH Used Cold Breakfast Cereal/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12033h_B,GroceryAlcoholicBeverages_MP12033h_B,2024 HH Used Cold Breakfast Cereal Last 6 Mo,2024,count
